user_id,message
62PK,"We didnt see enough variety in the games, and some of the topics for his grade werent covered on this app."
19EB,NnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnjjjjNnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnjjjj
14ZT,The program is not comprehensive enough for cambrige curriculum
69ZC,App was great... just a problem with the time lessons and my child is no longer using this app at this time.
62DW,This is not what i thought it was.  Also you require too much typing to cancel 
42LM,My son does not use this app and the subscription is not being used.......... please cancel effective immediately..... thank you
24DB,Not using it much and don’t want to pay until using it more.
15JV,I purchased this for my grandchild. He is not using it enough to justify the cost.
74OK,He did not use it enough to justify the price. It is a great program tho.
12RI,My grandson is not over to play the games enough to justify the price
15ED,"Good trial, under-used. We liked the kid friendly aspects, well thought-out. Thanks."
46GM,We did not know after downloading there was going to\nbe a cost per month for the app. Plenty of other apps to use that act the same and don't cost money. 
81OH,Thought this was a trial did not realize it was charging me.
96UW,My child no longer uses Splash Math.
69BG,Too much and I'm not going to explain why I want to cancel 
85FF,We do not use this iPad anymore. Please cancel immediately.
60GW,Too expensive Too expensive Too expensive Too expensive Too expensive Too expensive \n\n
28US,Too expensive Too expensive Too expensive Too expensive Too expensive Too expensive 
97BW,Too expensive Too expensive Too expensive Too expensive Too expensive Too expensive \n
83EX,Splash math is hard for my kids to both access as the app will only work on Apple products.
21PN,My kids are not iterested. They like the game but they dont have enough time to practice.
92UC,The app is too expensive. This app is too expensive. This app is too expensive. \n\n\n\n
48HR,Not interested in the app anymore \n\nToo much hassle\n
17VQ,"He is not interested in math, we do not know the reason, the language is another issue"
39YI,"So expensive with our local currency, better to deploy flex pricing profiles"
85SN,"Expensive for us with our local currency, could uou deploy flex pricing options?"
40GE,Too much money can't specify subtraction I want my child to focus on for the week. You should be able to create your own problems that you want your child to work on 
90XI,"Would like to give it a try later. Right now, there’s other option,thanks\n"
48NZ,Don’t want it for now. Can not continue hhhhhhhhhhhhhhhhhhhh\n
88KE,HoohijHgffuhgvctfuguhihghojodgojpjffijojgjohfghiojkjghjgyfhy
30OJ,"Please tell us how to help us unsubscribe your app easily.too much hassle,hate it"
34YG,No\n
97JK,The subscription price is too high.
72CR,My child no longer uses Splash Math.
76VJ,Please let us know the reason so that we can improve Splash Math (Minimum 50 characters).
88JB,"It is Too expensive. I’d be happy to pay one time for the app, but $120 per year is insane"
18QO,My child hates the app.
14OJ,I can't afford any paid products right now.
96TN,My child no longer uses Splash Math.
71MT, My daughter already has a free apps to help her with her math.
54EG,My child is not ready for it. He hasn't used the app at all. I don't want to pay for something he doesn't use. I don't have a lot of money.
99FA,Too expensive for most people including us unfortunately otherwise a wonderful app. \n
64JP,We are done using it.. Thank you for all your help
82QF,My son didn’t like it and I am just paying and he’s not using it\n\n\n\n
38ZQ,My kids are not interested so do not want to renew this subscription
64LU,To much money not interested in paying $85. I thought it was cheaper. I am very upset by this and would appreciate a refund
93IA,I was charged $85 and im not interested in paying amount. I would have never paid this much. I thought it was a monthly fee not up front
62TJ,We are not using please refund as soon as possibe.
90IX,We are not interested in content. We need a refund please.
87EB,"Just wanted to try it. We may download it again in the future, but since we are just getting into the school routine, we haven't had a lot of time to play this game. "
22ZQ,"Don't need it for the next 3 months, we have loved it"
18QT,"Too expensive, I will continue to look for alternate apps. "
67TX,Please confirm once this is cancelled thank you                    ......................................
71FZ,We are doing another method in learning                                      Thank you 
19NP,Please cancel as we no longer need this appl.  We are using another application.
55QZ,Don't need it anymore.\nChild is not in 3rd grad. Should have cancelled months ago.
13TV,Gigfdfhgddfgyffdfghhgfddcgghhgfffghhgggggfffhggfffffggvgfffffgggghhhhgggg
30PZ,I just wanted to use it as a temporary deal for the kids during the summer.  Thanks
39ID,To whom it may concern. This app is Too expensive and I do not wish to pay for it any longer. Please provide an alternative means to teach my child that is more economical. \n
52YD,Found another app that I don’t need to pay a monthly subscription for
78RW,Found another app that does not require monthly or annual payment
58ZE,Too expensive for me to pay.  I dont have the money for this 
15XH,This is not something we use enough to justify the cost. Please cancel .
55YW,This app just isn’t something we are using enough to warrant the cost. Please cancel my subscription. 
82TX,"This is my third attempt to cancel my subscription. I have yet to receive confirmation. If I do not, I will report this product to apple.  I want my subscription cancelled. "
19WP,Discovered we Have a math app thru school so dont need this one.
95LQ,"We do not use this,  we found another app for free through school."
42CE,Hhhhhhhhhhhhhhhhhhhhhhhhhhhhjjkjjjjjjjjjjjjjjjnjjjjjjjmmmm
51RK,"I already asked to unsubscribe once already and nothing happened, please cancel my subscription."
44XG,If didn’t provide what we were looking for as an educational tool for our granddaughter. Your cancellation process is very cumbersome as well. Thank you.
40IK,Did not like it. Found something better. Xxxxxxxxxxxxxxxx xxxxxxxxxxxxx
84GM,Need to cancel \nXxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
61CU,Too expensive and not using so need to cancel.   Xxxxxxxxxxx\n\n\n
54GM,Too expensive and not using so need to cancel.   Xxxxxxxxxxxxxxxxxxxxxxxxxx
69TZ,"We need to cancel, too expensive and not using\n\nXxxxxxxxxxxxxxxxxxxxxxxxxx\n"
25GB,My first grade daughter doesn’t like to play this application. \n
40WI,I dont want to spend $10 on an app that we may not use for very long
78MF,The app does not meet my child's specific needs\n
67OT,I can't afford any paid products right now.
15CA,Not using the program as much as we thought he would
47TQ,We are not using it as much as we thought we would
73XS,Nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
26HL,My son learned his times tables.  He no longer needs to practice daily.  He had an A on his last report card.
76CH,Udgfd6jgfjgfjgfjhfjhfutdthdjhggjchgdhfdjhgk(htdgfdhgdhgfhtdhgdhgcjgvjgvjhvkjbghcjgcjgvjhvF
60KA,My daughter is not using the application as she should
72KZ,Please cancel my subscription as my daughter does not use the application as she should
15WD,"Would not work for all my kids. Could not get it on another IPad, one kids just guessed through it.  It was too much money for only 3 kids, some kids did not like it. Do not have a lot to say, it might be better in a different classroom, or if I could get it on more than one IPad. .............\n.........................."
