id,Tag,message
42JE,Competitor,Trying something else. Also too expensive. Hghgugigigih
46UH,Budget Sensitive,Cancelling subscription too expensive compared to other programs.  Please send email notification of cancelled subscription.
28SX,No Engagement,Cancel my subscription please. Thank you. Youve made this too complicated to cancel.
98VG,No Engagement,Not required blah blah blah blah blah blah blahahah
55NZ,Ignore,Nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
12HC,Ignore,Tyt\nUhuyftghhgffgggggjhgghffgdgfdjhgytsgfcnbvghdhgvmjgytc
84RK,Budget Sensitive,Too expensive. Jvdsfngbjsfvgjknsvlkf jorsdjcioyjoi ijsdyohxjxo
30QK,Ignore,Wack!!!! Super wack wtf are counters is that 50 characters damn
34OM,Ignore,Not interested Not interested Not interested Not interested Not interested Not interested Not interested Not interested Not interested Not interested Not interested Not interested Not interested
40UN,School Free App,This is not very useful to my son anymore.  His school has a better learning app.\n
91SN,Budget Sensitive,I would rather use an app that is free instead of paying for one
26GW,No Engagement,My child is not using the app. I do t want to pay for something not being used.
87YK,School Free App,I do not wish to pay for this app anymore. My childs school have the same all available and I am going to go through the school.
88ZP,No Engagement,I got it for my grandson who has autism. He did not use the app.
11JA,Content,I’m trying to unsubscribe but not sure if it’s working.  This is not an appropriate practice for my child
36KX,No Engagement,"Not being used, ......... xxzzzzzzzaaaaaaaabbbbbb..........."
77JX,School Free App,School has a site subscription for another site they want students to use
25AB,Issues,My daughter isnt ready for this content. Because she cant read yet this is too difficult for her and gets upset when she gets something wrong. We will try again at another time.
29PJ,No Engagement,We do not use it but grrat app. Hehdhdidkkdndhdhfgdg
94BQ,School Free App,Not using it anymore! We are using othernsites from school
69MD,No Engagement,Dont use ikj mkiol nhy asdfr mjohvg sdinbf lok njhbhgv scgknhbgggg kiinbgunn qdcfrdnhujbh jun knj kin
86TG,Budget Sensitive,Too much money and you don’t even have the option to change currency to Canadian which is not helpful
57UV,Issues,"Error in signing up, not what i was looking for............."
58OU,Budget Sensitive,Don’t use it and it is a waste of money  overpriced my daughter prefers other apps that are free \n
75OM,Issues,I have tried to cancel 5 times and this is ridiculous
33VV,Issues,This is not useful and annoying to cancel \nPlease cancel immediately \n
51VH,Budget Sensitive,Monthly payments instead of yearly... monthly subscription would be better
12TV,No Engagement,Do not use app anymore.                                                                            \n\n
37HP,Competitor,"Found another app for my daughter to use, no longer in need of this app"
90AS,Budget Sensitive,I don't want to pay anymore. Ghhhhggghhffhtdvvffbfhhffhh
56JP,Ignore,"Khjkfgjxfhjmjcgfnddffdncgnvhkjblghmdfbsfgwegwryjtukgj,B.B. cvbxfvsdgfyjfhmfhmgmhhgmhmfdgndgn"
91FO,Budget Sensitive,Costcostcostcostcostcostcostcostcostcostcostcostcosrcost
47DH,Trial,Just trying this app out temporarily. I’m getting a little upset because it seems to be hard to cancel the free trial. Thank you.
64CS,Ignore,..............................................................................
82IV,Competitor,This is Not what i thought this was. I was looking for more math facts. There are lots of options here which is good. We do math prodigy through school but all we needed for home was facts and less games!
42JC,Competitor,We found a new one and this one is no longer needed
13YQ,Budget Sensitive,Too $$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$
58IX,Budget Sensitive,Too expensive monthly. Too expensive monthly. Too expensive monthly.
54PG,Budget Sensitive,I already did this. Not paying $60 so cancel. Thanks
57HI,Budget Sensitive,Need to budget our money this is a luxury not a necessity all though it is a great app for learning and my kids loved it would consider getting it again when finances change\n
72IU,Short Term,My granddaughter are no longer visited me. The holiday was over.
56WQ,No Engagement,She is not using the program. I think it does a great job - but she is not practicing.
29HF,Issues,Not allowing me to add this app to my daughters device so I need to cancel it
60ZI,Content,"My son does not enjoy the app, it’s not useful. This is too hard to cancel, we just do not want it. Does it really matter why?\n"
12TP,No Engagement,Please cancel subcription. Kids are not using it. Thank you
38TI,Budget Sensitive,Way too pricey for the amount of options available .
15JH,Budget Sensitive,Too costly and i am cheap.................................
30ET,Budget Sensitive,bullcrap charges too many times in a short amount of time of having the app!!!!!!!!!!
91ZZ,Budget Sensitive,I was told it was free then when i signed up it was $23 a month and I don’t have then money to keep the subscription.
16RE,No Engagement,My daughter doesn’t use it often enough to justify the cost
75XI,Issues,Not interested. Slow in opening the app\n\n\n\n\n\n\n\n\n\n\n\n\n
89WZ,Ignore,Did not realize it was auto renew. We want a refund of the last charge of 29.99.
22AI,Ignore,Rhisusujdurhtkrmehsudkkfhrienshdjrjthriekjehjfktjufjdjfj
88AW,School Free App,Child has school mandated app now and no time to use this
80LI,Budget Sensitive,It costs too much for us. We have to purchase books for curriculum as well. \n\n
36EY,Budget Sensitive,"Too much money, son didnt like. \n\nI havr to type 50 charachters? This is annoying."
91ZN,School Free App,Kids started using other programs provided by their school
50YX,Ignore,This is annoying. Why would you enforce a 50 character explanation just to cancel!
24NZ,Competitor,Going with a different program.  I need basic math facts for third grade not just multiplication facts.
83OQ,No Engagement,Kids dont play it anymore so thats it blah blah blah blah blah blah
75CU,Competitor,Wife used different program for homeschooling practice.\n
84CQ,Budget Sensitive,Doesnt use enough to justifiy the cost. Also geared to us kids and not uk
76GF,Budget Sensitive,"The game is great, good for kids’ growing minds and maths skills, my Hlompho enjoyed it but i cant afford it."
95EW,Budget Sensitive,Too Expensive for me at the moment. Perhaps at a later date
93NV,Ignore,This is ridiculous to make someone type a min of 50 words. I want to cancel my subscription by I want to. There is no reason and personally it shouldn’t matter why someone cancels or not. That’s confidential. I hope this is enough to write. Thanks
66JL,Budget Sensitive,Did not know it would cost me.\nNot interested any more.\nDon’t need it anymore \n\n
84PJ,Ignore,Shitty shitty shitty shitty shitty shitty shitty shitty shitty.
12XK,Competitor,He’s not using this program regularly. We are using a different program called elephant math.
83ZJ,Budget Sensitive,Did not use enough to justify the price ..................................................................................
49GV,No Engagement,It wasn’t what I was looking for. I need her to grasp the number concept of multiplication
22GN,Content,too easy and not useful jshdhfgfgsiskdnbffueudhfhfksow
96EH,Issues,Child is older than 3rd gradedccccccccccccccccccccccc
39SG,Ignore,We may return later. Nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnoooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo.
76MN,No Engagement,Not using it hhhhhhhhhbnj nub gfcfy jjggh jhgbj jhbin
64LE,Budget Sensitive,Cancel it asap. Too expensive..............................
96VE,Content,Didnt work well for my son. My apologies. It was too advanced for him
73EI,Budget Sensitive,Only want free subscription do not want to pay for program
18GF,Ignore,".....I...................................""............."
68XC,Budget Sensitive,I don’t want to pay the fee when there are other educational apps for free that my son seems to enjoy more than this one.
53JV,Competitor,Found another app for same price that offers more than just math
66OD,Ignore,"Cancel cancel cancel cancel cancel cancel cancel!,,,,,,,,,,,,,,,"
70EF,Budget Sensitive,To expensive.    To expensive To expensive.    To expensive
59MX,Budget Sensitive,On a budget cant afford it right now bbbbbbbggggvjdjdjdndjdjdjdjdjfnfjfnfnfnfjfkfkfkfkfmf
87GU,Budget Sensitive,I can not afford the fees. Its very useful App and maybe in the future I will subscribe again
22JX,Budget Sensitive,Just wanted to test it while at Grandchildren’s House.  They did not use enough for me to purchase it.
51QZ,Time,We dont use it at all- no time especially as kids get so much homework from school. I do not want to pay anymore for something we never use.
59TW,Budget Sensitive,Splash math is too expensive. Can not afford. Thanks\n
81PB,Budget Sensitive,"This app is too expensive. While fun, it is cost-prohibitive."
66YC,Ignore,Not interested Not interested Not interested Not interested
51NZ,Competitor,My daughter doesnt use it much versus abc mouse. The app is very good but its only for math
14SG,Budget Sensitive,Too pricey for what it offers. We dont need this app. Please cancel please cancel please can el
72YJ,No Engagement,This app was not used enough by my son for the price.
44LJ,Issues,Not the content I need for multiplication flash cards
22RP,Budget Sensitive,This app is too expensive. Canceling before the free trial expires.
25FT,Ignore,This product is too expensive. My school district will not pay for it and I cannot afford it out of my own pocket. I would love a cheaper version for teachers to be able to afford.
76UQ,Budget Sensitive,Too pricey for us compared to other math apps ooooooooooooooooooooo
72HJ,Issues,My daughter has by mistake added for subscription. Kindly cancel subscription
46FS,Issues,Dont like hidden fee scam. This was a pain and i plan to give poor review
29FH,No Engagement,Not using it as match as we planned to use it. Otherwise great game.
72CO,Budget Sensitive,The cost of the subscription\nYggvggghhhgchgffffhhihugyftsrruyhsrdjhjfhhgdhftfudhftfyfudgfjxyfgfhfifu
61DR,Content,Just wanted to try the app. My son does not seem interested in the game so I’m going to cancel the subscription
43CM,Ignore,Hygfcfff hhhbjikkkj. Ggfffdxd chhbkkkkk bbhbbggc. Hu
39ZR,Ignore,Ggffdc. Gyghhj buunjkkj btfv. Ghhghhhbnnjg. Hhhbjnnkb hyyg. Ghv
81QE,No Engagement,I didnt like it at all jjhhgv vhhjbbnk vgg. Bbuukkkkb bvccafff
81NA,Budget Sensitive,Too much to pay every month for this ...............l....\n
85VM,Budget Sensitive,Too expensive\n\nHujjjjhhhuujjjjjjjhhhhhhjjjkbgfrrrfhhhhhuuujuhhhhhhbnnjjjjjbhgt
59PP,No Engagement,"They don,t use this system! The math is too easy and they have no interest in this system!"
19TA,Issues,Not what I thought for my child it was a bit confusing for her to understand \n
67VT,Budget Sensitive,Not interested in this app any longer.  Dont want to pay for it.
50QH,No Engagement,Child is Not using app at this time. The price is expensive monthly as well\n
63RF,Content,This course is way too simple for my kid. Please improve your course so we can choose harder level.
95GI,No Engagement,I just dont need to pay for it anymore bshsuisnsnski. Hduiskk. Dijx xjxijdnwhaijwnjs sjuxu bebhwjwjs xkdoidoekwm dhucuciekkwowowkmdkd
11KS,Content,Kids not interested enough to justify cost. Would pay if it were based on actual time used.
13ZW,No Engagement,I didnt like the app sorry ididnt like the app i dient like the app
